start_node,end_node,distance_court
929916876,12055206242,2249.7459999999996
318711370,10872893641,1377.446
1427185515,3250459246,1163.2220000000002
9300045952,6469948344,1154.576
4071399813,4071399828,1393.4529999999997
12047352140,10844219859,3306.2409999999986
4709504777,8788393344,1427.523
4111684754,9308851585,2303.732
9836298950,2487663757,1984.619
1185849430,3723539403,3624.4889999999996
34916416,6433667130,2425.481
8900671473,4037848578,955.8539999999998
10058533499,1038199575,1793.3439999999996
12049478852,172947872,1107.278
7288086432,6162398173,807.999
12057231000,58584528,2326.9610000000016
1324396470,1075671118,3541.2280000000005
2229204452,4103522833,1396.479
67346188,4155426049,2490.7480000000005
3114877493,3114661137,1817.6180000000002
8974668157,11697914590,2824.0729999999994
520110916,1354903458,2692.6209999999996
3851861720,2425030323,743.933
1836996478,10790959475,3592.0110000000004
6580131820,1624487773,1500.765
3455267923,428130771,2615.288
4266695340,9286056658,2606.7779999999993
2366714957,2356872180,2496.6199999999994
1561069420,9088033097,832.8009999999999
11419662830,6280724243,2778.7550000000006
11649606466,7934065137,638.8859999999999
1472404887,3210314348,1364.942
9665245064,5665579276,2392.4390000000003
11224784423,12057086861,3782.5490000000004
1183172706,6110692329,3327.638
5821148790,7995068771,2047.4589999999996
6488219590,10100500920,3455.1169999999997
3928537507,772771245,864.9119999999998
1781375398,12063292595,3571.24
12018217502,3713497460,3092.743
12057230859,1421712415,2097.866
12057231234,8595924573,1562.1070000000004
4309100855,9076248259,2082.6890000000003
1459833140,1582724836,1661.752
1580944660,6404037931,1381.0040000000001
12059160440,991648001,3928.4629999999997
10983754480,11049582892,2202.6909999999993
11415606558,4140154650,1366.763
5435506475,12075300934,3193.1999999999994
1190794316,11476638286,2053.1330000000003
1470829356,3874331091,2560.6859999999992
11377228386,4910434428,2472.8399999999997
12071294757,12059596735,1088.792
7905060662,1297639951,850.7800000000001
3288893601,32134638,3347.5520000000006
1496489870,5096112821,2011.4930000000002
3263070262,12057474991,636.377
12043647031,7170987415,2207.8920000000007
11863330446,11649606372,3714.0769999999998
9737728201,314967984,3887.6939999999995
12054934298,1423381471,1249.5660000000003
3697293216,1919032513,918.3820000000001
12037276901,4140724725,2443.165
9649067073,9491106652,3309.363999999999
12054934017,12043646591,895.0970000000001
9069673254,4749115025,3964.0750000000007
1184434065,5172717971,3059.511
1184302153,251567022,1553.8830000000003
12047605309,12043008152,817.9069999999997
1224940793,417104879,1857.6309999999999
4500210684,7905060656,1666.6460000000002
9750239604,1609840410,2952.205
8331181883,5628630328,1597.8069999999996
6982518791,12049363173,1892.4510000000002
10087141844,75213551,2949.108
7022077233,3609856628,2148.319
1639322630,8988937258,1911.9430000000002
9685505404,9550356858,1234.8540000000003
4796231105,6012094280,3898.8970000000004
12071833731,2461277859,773.5500000000001
3438115306,5892279933,2785.4799999999996
3721465622,3526934439,1392.314
416905218,9970895380,1191.1049999999998
12086828406,12059177731,1621.426
12068445316,10542624144,3053.1779999999994
11459969234,1611512065,3155.4110000000005
1445757300,7015168452,3761.6940000000004
2934032086,11209688333,3089.3600000000006
1474082434,1023502111,3338.9809999999998
12031162113,8615497870,2773.462999999999
12068117849,9525041050,3202.1290000000004
6362119017,5380813175,3243.7649999999994
7667022126,1453882763,791.5099999999999
7684368728,331583587,2927.9900000000007
9399741187,12197723913,3374.8580000000015
9761973709,11191777718,3648.5689999999995
1022938388,4816544797,940.189
7968520635,2108786700,3115.790000000001
4073552757,3279200513,1358.382
11587473467,5296416882,3872.0310000000013
7440875185,12045464872,1889.5479999999998
9737119266,1302610458,1308.512
11594481489,23666905,3955.183999999999
2963872201,1335415533,916.2630000000001
8066841978,60491706,823.5909999999999
437016868,12071166307,1606.605
12087092387,9167542431,3258.6209999999987
4924099660,1602055801,3476.7980000000002
8615727926,9210194647,3383.6699999999983
669262126,12071213460,3788.7
5377802110,510114709,3493.9510000000005
2566198245,1856122902,1285.3820000000003
6370685977,5889097046,3478.863999999999
2791896278,6366574341,1955.136
1276695165,5895946047,1344.0329999999997
6185387556,6034078428,3577.1419999999994
253929560,3288886142,2908.7720000000004
536624247,11212135059,3803.3889999999983
1354821311,4379670130,757.4440000000001
2463125503,26464269,3621.894
12080114159,10659692699,3196.1150000000002
12159580303,5083872812,3112.8400000000006
11730937928,4785519603,666.9200000000001
11418318937,1109068206,2761.7470000000003
12020387568,3444405437,835.7869999999999
1277489776,1277349577,753.401
11418126288,3405332795,1638.6589999999997
567390600,6556000350,1511.915
4130478510,5268092093,1019.7570000000001
313717796,9831875741,1496.699
3966471898,1245128714,3487.8250000000007
12291978702,7062623932,1415.7530000000004
5130759846,4345524715,1584.902
11224809269,249717501,3651.5859999999993
890085512,12049478818,3943.3060000000014
5033142164,12060986541,3163.426999999999
4677426857,11415007467,1792.8629999999998
130143409,12047425084,3553.2869999999994
12071519564,3840270050,1737.6740000000007
1431043483,1385176460,2427.4130000000005
1613166626,1516415278,1764.991
3442793287,7707201920,3627.7010000000005
12074884491,190951308,2073.9639999999995
3966906569,3043542997,3743.4139999999993
34916420,1588240287,1559.6970000000001
8907321702,5042596520,3612.7880000000005
1036616266,194617014,1734.758
11176813167,9318346236,3219.7259999999997
5083509387,669261933,1603.0569999999998
2428797768,11419662843,1874.2419999999997
1636312065,6612760615,2579.2599999999998
1500082837,1501626498,1683.3039999999999
7617283799,5354635407,2862.725
12088720993,12063292667,1240.5670000000002
2231891390,5263726009,3843.357
3528381833,4784087025,3047.1650000000004
11983517976,1715986936,1292.0060000000003
3151388372,3060446345,3231.556000000001
4140713632,11415606600,2586.1519999999996
2694722608,12085140651,2065.1290000000004
661138812,2361553124,3754.5880000000006
32650990,7713972399,2350.847
245927791,245972336,2355.837
9063528254,1908112190,2275.466
1914509843,2396611804,1216.0120000000002
9029169628,60756036,2916.4669999999996
26731883,4801197974,3809.294000000001
10047211434,11830454483,2091.8469999999998
4994830335,11488971418,2288.4929999999995
11569933894,1498099390,1118.3700000000001
31918188,11892846502,2627.631000000001
1297040303,1553914604,3654.4590000000003
1564835910,1564821304,1850.1250000000002
6579917444,4674241014,2857.7539999999995
7284832158,3757392754,1350.9489999999998
11980248145,8883130216,1517.371
4099004112,7555026848,1770.6749999999997
5561516676,5561516621,636.87
11842217348,10665149118,2278.223000000001
1372124932,1235099342,1430.8550000000005
1237050994,306508906,1535.4960000000005
3381974536,1488480684,3020.831
3809993791,34916418,1180.0550000000003
3114677623,1216773064,3071.3899999999994
12188255981,8886945415,3583.1800000000003
5473959213,11582328335,2465.2560000000003
10659714156,2086402540,2776.6959999999995
5538169855,6203108906,1715.7970000000003
5759984026,12055459436,3139.815
6796052408,531345243,3633.486
601663380,1190795619,2898.858
10883137366,6180681942,3251.392
10665149121,3509753814,2504.0399999999995
12049065859,8906764447,3279.4579999999996
12033541141,2483734914,725.633
4970270032,4784788321,2295.8490000000006
2848982080,5448744070,1677.9080000000004
5459536056,6149993811,1094.9409999999998
10844707462,12075174533,3100.6339999999996
12049282903,8856631436,2437.0670000000005
10824504861,5889097047,1853.8700000000001
9960365363,10592129760,2273.5269999999996
1609834177,5559280652,1934.7540000000004
9767860411,12041990889,846.7969999999999
10963905037,9649067400,2362.7340000000004
986570082,12048979935,1615.6819999999996
4962559463,3405322209,3432.166000000001
662194858,12068158570,1327.1719999999998
8555352705,1038116327,1901.2479999999998
12049478994,4071650823,1437.0149999999999
1836996461,6242748953,3812.261999999999
11407552072,12278366842,1975.1240000000007
11594292928,12063119515,3880.7589999999996
9649067352,5102782332,3865.9140000000016
9280459865,12188034397,764.0880000000002
8775922702,12069613508,2121.605999999999
7656478049,3085893751,1459.1280000000002
2645531521,2929050147,2662.839
6759103850,1569131750,3853.4819999999995
3711920252,3284792209,2043.8569999999997
1516355917,567390449,993.4129999999999
1403127438,4351248182,1047.875
2709545144,1571233789,2946.0969999999993
702782006,602531996,2377.48
190823168,12055636681,1082.9299999999998
12147575260,2801030616,2636.5210000000034
12380818610,414591600,3121.5080000000007
12085140820,2466505007,1032.206
12059177533,12057434139,1419.2069999999999
640601276,11379308257,3043.998000000001
10737493414,11940165257,2180.1249999999995
6370430617,10733600023,2024.6809999999994
10718718968,2244102861,987.7050000000002
10069563969,33152395,2769.3460000000005
5033143050,6432825747,3025.875999999999
1038353335,1361561186,3228.9069999999997
27362304,8900393127,1374.6820000000002
33126090,10846415261,3547.417
11749968195,338491878,641.7120000000001
3162749263,1301701126,1657.3030000000003
11510788296,3870677299,2294.2219999999998
2118084335,6590361515,3919.2380000000016
3489666328,6179201471,1720.8470000000002
1993703317,12059429912,1758.4959999999996
4140320666,9649067403,2901.4619999999995
12042022725,12073696987,740.9619999999999
9336944474,4136171113,3499.625000000001
244500912,10209607363,3999.757999999999
1884903972,12063463244,1412.2689999999998
1332080514,1394759119,1509.039
2378711897,560962800,2083.9480000000003
4037267646,1874215170,2565.0009999999997
11020771009,1609333607,689.8639999999999
3442923319,2423149405,3401.475
12049282943,12080009680,2984.816000000001
395380849,7471644515,3419.918
12061323830,11907348764,2118.6349999999998
6572175858,674783714,3532.4360000000006
12234738396,463517191,3029.4839999999995
8665037696,1607370072,1277.73
560448964,11418090565,1337.779
2073912441,12063119087,2541.2610000000004
10286682763,4841327228,3010.8679999999995
9836298730,986700839,630.4979999999999
6475132653,2844200217,2136.457999999999
5612301178,12015363834,3878.0240000000013
2371551971,2383920448,1522.9650000000001
3832160868,2348519008,982.966
5435542358,9625353211,3356.967
6943145078,4922677587,1511.7080000000003
10928550633,8149345790,758.418
6812272596,2202089184,841.143
5951676945,11525648777,981.4550000000002
4419552328,10707823802,3417.2040000000006
10279944563,50051393,3437.216
8880034069,12030879463,3987.7669999999994
4015161012,9768379134,1814.851
9463347654,3263878938,1701.738
12067744796,12071256334,1443.0179999999998
7545643984,6657731405,2258.551
1516294681,3683821626,3237.465
12067796260,12043888392,1166.1840000000002
1332279208,1039435882,1711.42
12073179916,6140781234,2103.885
12291623005,5882880690,2125.421
1185697876,2388875514,1136.6779999999999
1336995723,1636294530,3598.0449999999983
7041322633,12047605063,1303.0590000000004
12030828661,8572601342,2687.2320000000004
6370039112,306811015,3768.6250000000005
4064720321,5341563933,3449.895
2386081063,5772590903,3821.163000000001
3884862040,1276370000,3312.148000000001
9556361960,1474112247,906.856
36430085,11098148649,2318.0480000000007
9783920661,4217888605,3720.3239999999996
1037388748,387160507,2151.1510000000003
2830852428,10823972013,2553.251999999999
255548629,4718358233,2141.485
2321515177,11613324063,3684.3609999999994
9332077791,12145040307,1672.1859999999997
3243656266,11829979780,2642.5179999999996
11833477603,1608224782,2383.6390000000006
6939243142,5986883486,3675.384999999999
885892380,5737578777,2481.1389999999997
2487663759,12055380064,1573.979
84463212,3258983104,3862.8880000000013
9294311002,9329543418,1097.701
5373415477,12280122460,3344.9720000000007
12029507594,3252042961,3118.8259999999996
7707095959,2355644538,2449.5829999999996
1037364984,10613697680,2829.3179999999998
1314883414,3120180288,996.3090000000002
1937570160,9489501716,2971.4360000000006
12048979956,11830193097,2704.9669999999996
6793898682,8223185676,1544.1830000000002
9107657323,5113208110,1043.243
2850011760,2061649574,3794.788
11224784352,12056951180,1454.828
20842353,12074935771,3282.498
12073401224,5405850491,3559.313000000001
4743237650,9682587063,2380.644
4215009184,2222526791,3850.3040000000005
12055459607,9469235862,2330.825
1349619388,908750700,1917.361
7422279779,1358036559,1196.4579999999999
12067821060,12061427515,3035.423
11110907621,11836966067,3666.502999999999
12079851055,12058944960,2359.883
4226420507,26335093,3404.519999999999
11989780322,12055164383,2842.0849999999987
2905326969,35291570,2746.6410000000005
11176797725,9957439219,3508.780999999999
8880034044,12082417277,2285.3260000000005
6665088959,4610337870,3312.8220000000006
12071333059,11191777417,3785.5439999999985
12043646802,9826162144,2868.759
7280060433,8928439540,1870.8939999999996
3920625552,12046280726,3657.502999999998
1817302943,1163735782,1000.7839999999998
12057434112,1848025096,2035.264
12158126799,1500108563,1472.2089999999998
6185341147,8838243720,2517.480999999999
7498917290,1613055789,3924.9699999999984
10928550583,454393923,3371.8700000000003
1326723165,1079864296,1935.6709999999998
12054917743,11782718074,2398.4450000000006
4193449848,11620080800,776.527
9364338803,1113044975,1154.095
8397212474,54615242,1011.31
1184304016,4309104458,1782.7740000000003
9834274800,5006393114,2056.1739999999995
8906774369,12014431120,3068.161
12014231626,12313720155,1601.0760000000007
7074299787,12071844682,1767.4139999999993
12057482997,12034910222,2645.4719999999998
6793898675,659692303,615.519
4416255577,1645599781,1972.719
1357906008,1408424270,1314.95
11649606446,8274125821,2255.5800000000004
2694721330,11201758530,2672.2470000000008
1400782636,3908745400,3538.513
1846206547,5904807641,1752.4980000000003
1588221136,3094536021,3696.289000000001
7356815914,3151158215,2535.2259999999997
7993937059,12179417773,2353.8689999999992
4283908383,307579722,3285.147000000001
2972138441,6375678879,2970.189999999999
7752817847,529883148,3321.318
10658460227,9286872567,2880.563
1588188836,2364129624,1501.5539999999999
1423426949,12048892147,829.7420000000001
6814482815,6393255030,1654.2069999999999
3464888501,1282583482,1945.9370000000001
545841718,538184017,3735.6520000000005
4059468358,8656097885,2981.043
1499070105,11491546010,2806.6770000000006
1821354564,10990389642,2886.5669999999996
1023431647,1255614584,719.8879999999999
1623553802,12123809543,2525.4159999999997
8763695546,9649250263,2844.943999999999
2428993041,2855968205,3974.879
2136964863,4071776053,3958.6059999999993
170754800,1789642000,615.1010000000001
1583892958,3114661170,1960.9939999999997
8111370623,9233688428,3082.96
3018304091,3040614279,2005.503
315058421,11418196193,1476.8100000000006
8814212463,8865464665,2943.208000000001
1501626329,1035244493,3758.0029999999992
4037851457,2073278557,645.1809999999999
747473841,4994955904,3612.712
25310827,12055379728,3669.4040000000005
1342118670,3848540046,1186.0659999999998
6864335271,12063119162,3124.6559999999995
1899985638,4697423339,3745.008
3270356694,2403789139,2076.744
12046131495,10317007072,3425.2190000000014
8223185595,11204062652,1780.884
4960204418,10694981325,880.345
11573776402,4768429550,3939.956999999998
10771932247,315478192,2133.4240000000004
12057434311,11631797740,1312.0710000000001
4071415118,4071633296,776.943
8887505982,318717715,1612.6190000000004
10069418959,7897262662,3579.863
74793727,8987853929,843.957
4007830397,470607095,785.894
11195675759,12069585573,2931.2509999999997
3147851811,1474023454,1158.792
1403366169,667387612,2240.600000000001
7644575028,10811863021,2514.5899999999997
10603605388,4140768006,1493.116
2254398342,11780609032,3907.4840000000004
1333541910,12055500276,748.9929999999999
1468526770,975480709,3332.957000000001
1107374044,8951711618,2371.609999999999
26079706,2108782579,883.415
11998247598,2422748280,3130.8460000000005
352645124,9343257900,2859.696999999999
4135982300,3834208284,1219.4620000000002
6348251479,24485763,1475.738
4489680766,11411445732,3538.078
10072761210,12084589939,1189.8780000000002
275647372,3578693267,1942.754
6052710806,12073530652,3824.0600000000013
11411646592,1373825377,3491.1250000000005
11967451267,2472117585,2963.8979999999992
3830297584,3378236380,2368.036
12093663889,2436779188,1852.524
9765727036,9760786278,1007.7239999999998
521225504,4592271783,1108.1280000000002
5119371750,5754347797,627.488
1921830164,11366421132,1306.0629999999999
1454628993,1566655370,1388.5859999999998
4071785723,667282272,2695.782
34401987,3846297553,1041.1360000000002
4136037935,4136028215,750.807
12045464983,12043602007,970.182
9063528229,4924099647,3174.027
10819639814,6970451223,3764.7049999999995
1837043327,12043646540,2410.3460000000005
1989406405,519660800,3886.8140000000017
12049132552,36633565,2115.9419999999996
1101823590,1615424932,1731.277
12056828868,12071096027,793.6050000000001
9671558617,10658893245,660.3539999999999
12071666072,9175425840,3728.8779999999992
12043219829,12046133201,2716.839000000001
1393470558,11415606486,3181.332000000001
6207203267,11446444705,3720.144
1412610533,7617283856,3467.0090000000014
1336989028,1579267855,2597.3429999999985
12329729624,3847042409,3734.8299999999995
4785167712,12040436746,3065.469
5272533741,6482828230,2954.3880000000004
5186318629,9685853258,1966.965
8005695000,12060797055,3157.5209999999997
11411445765,1874062229,2603.225
261162628,1103407910,2639.7400000000007
11598560227,12071611986,657.7080000000002
1819874062,1453882757,3247.1780000000003
4546765638,1388448453,3858.8000000000006
1885041296,1885041323,702.6579999999999
9063506362,10868952819,2838.578
3985806599,4165756953,1037.327
11340447605,195748237,1947.0929999999996
3076782209,9721586710,1829.734
34735638,4037164642,3010.978
3145113743,666854852,2618.7360000000003
12071744762,12071808078,2169.251
779459233,2715112351,3660.4729999999986
1600720638,5836874755,1189.604
12067894252,3048045992,984.4949999999997
2470838190,387463030,3868.8620000000005
12188446560,6418903539,2782.476
12380994799,8972143807,695.8410000000001
3789339708,4438219658,1665.6660000000002
7752817837,1127989208,2199.301
1936144401,3657870239,3134.3970000000004
2198824123,2225115466,1743.3710000000005
560414727,6020985807,3841.8540000000003
11904257773,35393053,2365.9089999999997
5707794939,12299203090,945.6000000000003
4071803659,4529983709,2768.160000000001
12045464904,55457380,2332.919999999999
306500427,1498764228,2237.9529999999995
8149345771,5889097042,2219.9189999999994
9214476872,9666214484,3699.161
1409705358,9048581796,2847.7510000000007
6961555654,9880944571,892.3969999999997
11406194655,7923507013,2183.684
10989558120,6433181107,3981.912
9630290485,2843677442,1820.9330000000002
12063454461,7257863460,948.8310000000001
6252609755,9724568343,1452.824
10658830553,11406626463,1172.45
11009945312,3789339706,2812.572
5900269716,4662785946,2715.18
12049285486,1777359694,913.3199999999999
1277374685,1326895704,3155.317000000001
1600183564,1127773443,1205.0539999999999
2155791608,9463637500,2865.6849999999995
12056808126,4745563075,3353.8399999999997
3920625770,8615727956,3895.693
10690842722,7012463933,1636.4770000000003
245972358,8851220888,1273.346
5261592574,3895463765,3092.0509999999995
35408672,12043601889,3773.6710000000003
3992910015,1690524189,1726.162
9757508280,4136115354,2750.0290000000005
3834208269,6581335608,941.205
1609958783,5083444596,1862.8659999999998
203963950,6329523095,608.082
1846206558,2555369509,3749.238000000001
476305724,3571172299,3938.4340000000007
12056949244,12069620997,844.4989999999999
2764250814,3552894988,3484.8660000000004
646750859,10973364798,2062.187
3018274038,7650216793,811.945
245413993,2856131749,1052.9959999999999
12070075284,4851020024,2172.2529999999997
5033161166,801722116,2990.763000000001
6263884526,6336563610,898.2719999999999
2440044537,1733806048,1092.869
35885646,12071304513,714.0849999999999
4623863852,2709545144,3187.38
11345948728,9615112198,1886.4020000000003
254168149,2929038269,1124.7600000000002
265624450,3833812881,1952.6680000000003
4015523524,4756682317,787.9240000000001
11612892139,5521012851,3024.8319999999994
12160604673,11060617196,2499.624999999999
9037455356,4568845636,2802.877
9772814477,11833519821,3806.333000000002
623882668,2316977705,746.9889999999998
1474024337,2850016779,671.095
8752448474,6360104571,2106.825
12059596660,12060872540,3255.676
3114680389,3114684207,611.048
517330720,9324876946,2976.1169999999993
6375931800,6255464276,2674.8149999999996
4603017384,6360104544,3032.585
244509492,6762555383,1103.0629999999999
10989424683,4387221616,824.9100000000001
12087167986,9836298755,3407.5200000000013
6229936002,9643292952,2853.624
4120494160,34916408,1833.1139999999998
1038594993,8555352700,2734.6350000000007
5657136824,75364461,3800.975
12049362121,11563937463,3892.6310000000003
6168795524,9512385724,618.993
2304476008,6942932209,2803.2570000000005
3417494470,5306180970,2699.032
9490521872,11942780879,2584.3579999999997
2160014854,8832699232,1231.7260000000006
2205337246,298628167,3018.097000000001
667325179,1610663563,932.2980000000001
12069347670,12071539369,3526.5349999999994
940562939,7707132624,1112.3380000000002
12084627469,26086127,1127.4999999999998
6261544730,8762800,2026.5550000000003
11981051134,5157871263,1505.5229999999995
1600737086,12090161600,1469.69
1720748092,197310510,3642.5839999999994
12041453277,12078118260,960.7460000000001
4103522838,4740069724,1110.2139999999997
12041982249,12046021156,1999.4720000000007
1600720668,5844830272,1211.422
8538625116,12047487069,2130.6000000000013
11420145623,3975057574,2600.805
12061513931,1051082350,642.3539999999999
2266708789,4301053509,680.9609999999999
5628630416,667339278,2544.3039999999996
1930141996,249359693,990.5660000000001
11195675745,9239224198,3568.238
1277469182,2347665960,1883.6409999999998
2838244183,7504145582,2904.4469999999988
4622566538,569952256,2461.9930000000004
1474023566,6128861237,791.803
1130780593,102619032,1026.234
261210280,1532768463,1903.89
9222112778,2199299913,2068.0389999999998
7619893100,12047487075,1076.9880000000003
4140667344,244499791,3169.2649999999994
6872117982,6185387561,2669.301
5895650905,6448587002,3693.154
2792761137,3270930175,2407.473
3954111167,3274652748,1135.805
8995441065,1501672293,1761.35
195270,8111370636,3142.571999999999
5720917864,12025225912,2434.1660000000006
3137446298,1383005019,3689.935
2973877608,2006647653,3618.958999999999
2334231268,12101232591,3968.3420000000006
4650297067,3417494603,928.4790000000002
12073541473,1956148137,3294.486999999999
9666214502,9795491533,3550.3009999999986
3203021088,1470854877,3703.4290000000005
5210570394,1474024336,2456.7089999999994
2234938963,2211193819,1199.2700000000004
1403127353,1589098606,918.101
1280314069,8845913678,3324.6470000000004
7027185064,1357914480,2478.7019999999998
190951290,25321447,3958.1090000000013
12055500539,369003717,1639.5600000000002
12343218479,9068909613,1148.2530000000002
12025327315,31918192,2157.5740000000005
11574119014,11613330920,3630.6959999999985
12045529087,12045178151,933.933
1682387612,12083171596,2413.3120000000004
3837825858,10778497379,1119.475
6496430839,672151759,2401.761
250624374,12276878448,2999.5630000000006
195735042,202011547,2755.257
641792071,1328537723,764.253
5178134217,11657036361,3329.9509999999996
4611534040,7130363091,3397.345
1035269067,1325757830,866.748
11509487107,12056828781,2907.487
2375738856,2911161901,2735.4410000000003
2289084735,9927234053,765.4050000000001
4740116279,2116549549,1359.7580000000003
9953403758,3683758088,2993.535000000001
2452579576,1376049947,2589.0049999999997
4002267791,1826626624,3205.36
7266080144,2696701500,2457.7470000000008
10659692892,10302440126,2085.9360000000006
6012809977,8676910988,1386.636
6996532231,3830557115,2594.942000000001
1459021981,1459022061,718.6379999999999
1783090252,10658862633,624.5180000000001
11141020146,26296856,1880.6189999999995
3259665610,6375872188,2922.231000000001
2386444735,6964768062,1369.539
244688056,3760017646,2624.632
2316977714,9702737207,1100.662
490664273,5254424569,2889.6939999999995
1897883410,1897910422,1140.386
1423304176,4890462665,2282.316
8111370686,1428908249,3410.3899999999985
4269834528,3887707597,1184.007
545900371,206227346,2793.785
6297154721,10098201539,2422.0139999999997
1949189998,11201403683,3470.1220000000003
12020271032,1360109031,3815.214000000001
10659693303,12058911757,3077.1329999999994
1468509508,2317541483,2225.8200000000006
9124382329,2229204483,2106.3109999999997
34499745,8560770389,3708.052999999999
